domestic,work,public,commercial,delivery,workshop,factory
0.000120377,0.000150512,0.000150512,0.000224424,0.000150512,0.000177782,0.000119581
0.00010629,0.000212793,0.000212793,0.000271037,0.000212793,0.0002214,0.000128567
0.000102448,0.000225768,0.000225768,0.000275812,0.000225768,0.000232418,0.000132272
9.86E-05,0.000230588,0.000230588,0.000289227,0.000230588,0.000233325,0.000134899
0.000103729,0.000225398,0.000225398,0.000266793,0.000225398,0.000230151,0.0001344
9.73E-05,0.000209086,0.000209086,0.000256257,0.000209086,0.000225073,0.000134374
9.22E-05,0.000209086,0.000209086,0.000243524,0.000209086,0.000223667,0.000131221
9.73E-05,0.000202042,0.000202042,0.000222757,0.000202042,0.000219269,0.000128882
0.000129341,0.000184248,0.000184248,0.000179858,0.000184248,0.000202946,0.000128278
0.000156234,0.000137166,0.000137166,0.000103382,0.000137166,0.000151439,0.000127752
0.00017032,9.64E-05,9.64E-05,6.87E-05,9.64E-05,9.21E-05,0.000127752
0.000175443,8.97E-05,8.97E-05,6.58E-05,8.97E-05,6.95E-05,0.00012996
0.000174162,8.04E-05,8.04E-05,5.46E-05,8.04E-05,6.41E-05,0.00012544
0.000163917,6.90E-05,6.90E-05,4.71E-05,6.90E-05,5.94E-05,0.000117505
0.000139586,6.04E-05,6.04E-05,4.59E-05,6.04E-05,5.38E-05,0.000108834
9.73E-05,5.30E-05,5.30E-05,4.49E-05,5.30E-05,5.06E-05,0.000100688
6.66E-05,4.34E-05,4.34E-05,4.14E-05,4.34E-05,5.21E-05,9.13E-05
5.25E-05,4.11E-05,4.11E-05,5.09E-05,4.11E-05,5.01E-05,8.73E-05
4.87E-05,4.00E-05,4.00E-05,5.43E-05,4.00E-05,4.84E-05,8.59E-05
4.61E-05,4.00E-05,4.00E-05,5.56E-05,4.00E-05,4.66E-05,8.55E-05
4.87E-05,4.15E-05,4.15E-05,4.99E-05,4.15E-05,4.55E-05,8.59E-05
5.12E-05,4.52E-05,4.52E-05,4.68E-05,4.52E-05,4.99E-05,8.77E-05
7.68E-05,5.93E-05,5.93E-05,6.59E-05,5.93E-05,6.81E-05,9.44E-05
0.000119096,9.23E-05,9.23E-05,0.000115812,9.23E-05,0.000110768,0.000106233
0.000120377,0.000150512,0.000150512,0.000224424,0.000150512,0.000177782,0.000119581
0.00010629,0.000212793,0.000212793,0.000271037,0.000212793,0.0002214,0.000128567
0.000102448,0.000225768,0.000225768,0.000275812,0.000225768,0.000232418,0.000132272
9.86E-05,0.000230588,0.000230588,0.000289227,0.000230588,0.000233325,0.000134899
0.000103729,0.000225398,0.000225398,0.000266793,0.000225398,0.000230151,0.0001344
9.73E-05,0.000209086,0.000209086,0.000256257,0.000209086,0.000225073,0.000134374
9.22E-05,0.000209086,0.000209086,0.000243524,0.000209086,0.000223667,0.000131221
9.73E-05,0.000202042,0.000202042,0.000222757,0.000202042,0.000219269,0.000128882
0.000129341,0.000184248,0.000184248,0.000179858,0.000184248,0.000202946,0.000128278
0.000156234,0.000137166,0.000137166,0.000103382,0.000137166,0.000151439,0.000127752
0.00017032,9.64E-05,9.64E-05,6.87E-05,9.64E-05,9.21E-05,0.000127752
0.000175443,8.97E-05,8.97E-05,6.58E-05,8.97E-05,6.95E-05,0.00012996
0.000174162,8.04E-05,8.04E-05,5.46E-05,8.04E-05,6.41E-05,0.00012544
0.000163917,6.90E-05,6.90E-05,4.71E-05,6.90E-05,5.94E-05,0.000117505
0.000139586,6.04E-05,6.04E-05,4.59E-05,6.04E-05,5.38E-05,0.000108834
9.73E-05,5.30E-05,5.30E-05,4.49E-05,5.30E-05,5.06E-05,0.000100688
6.66E-05,4.34E-05,4.34E-05,4.14E-05,4.34E-05,5.21E-05,9.13E-05
5.25E-05,4.11E-05,4.11E-05,5.09E-05,4.11E-05,5.01E-05,8.73E-05
4.87E-05,4.00E-05,4.00E-05,5.43E-05,4.00E-05,4.84E-05,8.59E-05
4.61E-05,4.00E-05,4.00E-05,5.56E-05,4.00E-05,4.66E-05,8.55E-05
4.87E-05,4.15E-05,4.15E-05,4.99E-05,4.15E-05,4.55E-05,8.59E-05
5.12E-05,4.52E-05,4.52E-05,4.68E-05,4.52E-05,4.99E-05,8.77E-05
7.68E-05,5.93E-05,5.93E-05,6.59E-05,5.93E-05,6.81E-05,9.44E-05
0.000119096,9.23E-05,9.23E-05,0.000115812,9.23E-05,0.000110768,0.000106233
0.000120377,0.000150512,0.000150512,0.000224424,0.000150512,0.000177782,0.000119581
0.00010629,0.000212793,0.000212793,0.000271037,0.000212793,0.0002214,0.000128567
0.000102448,0.000225768,0.000225768,0.000275812,0.000225768,0.000232418,0.000132272
9.86E-05,0.000230588,0.000230588,0.000289227,0.000230588,0.000233325,0.000134899
0.000103729,0.000225398,0.000225398,0.000266793,0.000225398,0.000230151,0.0001344
9.73E-05,0.000209086,0.000209086,0.000256257,0.000209086,0.000225073,0.000134374
9.22E-05,0.000209086,0.000209086,0.000243524,0.000209086,0.000223667,0.000131221
9.73E-05,0.000202042,0.000202042,0.000222757,0.000202042,0.000219269,0.000128882
0.000129341,0.000184248,0.000184248,0.000179858,0.000184248,0.000202946,0.000128278
0.000156234,0.000137166,0.000137166,0.000103382,0.000137166,0.000151439,0.000127752
0.00017032,9.64E-05,9.64E-05,6.87E-05,9.64E-05,9.21E-05,0.000127752
0.000175443,8.97E-05,8.97E-05,6.58E-05,8.97E-05,6.95E-05,0.00012996
0.000174162,8.04E-05,8.04E-05,5.46E-05,8.04E-05,6.41E-05,0.00012544
0.000163917,6.90E-05,6.90E-05,4.71E-05,6.90E-05,5.94E-05,0.000117505
0.000139586,6.04E-05,6.04E-05,4.59E-05,6.04E-05,5.38E-05,0.000108834
9.73E-05,5.30E-05,5.30E-05,4.49E-05,5.30E-05,5.06E-05,0.000100688
6.66E-05,4.34E-05,4.34E-05,4.14E-05,4.34E-05,5.21E-05,9.13E-05
5.25E-05,4.11E-05,4.11E-05,5.09E-05,4.11E-05,5.01E-05,8.73E-05
4.87E-05,4.00E-05,4.00E-05,5.43E-05,4.00E-05,4.84E-05,8.59E-05
4.61E-05,4.00E-05,4.00E-05,5.56E-05,4.00E-05,4.66E-05,8.55E-05
4.87E-05,4.15E-05,4.15E-05,4.99E-05,4.15E-05,4.55E-05,8.59E-05
5.12E-05,4.52E-05,4.52E-05,4.68E-05,4.52E-05,4.99E-05,8.77E-05
7.68E-05,5.93E-05,5.93E-05,6.59E-05,5.93E-05,6.81E-05,9.44E-05
0.000119096,9.23E-05,9.23E-05,0.000115812,9.23E-05,0.000110768,0.000106233
0.000120377,0.000150512,0.000150512,0.000224424,0.000150512,0.000177782,0.000119581
0.00010629,0.000212793,0.000212793,0.000271037,0.000212793,0.0002214,0.000128567
0.000102448,0.000225768,0.000225768,0.000275812,0.000225768,0.000232418,0.000132272
9.86E-05,0.000230588,0.000230588,0.000289227,0.000230588,0.000233325,0.000134899
0.000103729,0.000225398,0.000225398,0.000266793,0.000225398,0.000230151,0.0001344
9.73E-05,0.000209086,0.000209086,0.000256257,0.000209086,0.000225073,0.000134374
9.22E-05,0.000209086,0.000209086,0.000243524,0.000209086,0.000223667,0.000131221
9.73E-05,0.000202042,0.000202042,0.000222757,0.000202042,0.000219269,0.000128882
0.000129341,0.000184248,0.000184248,0.000179858,0.000184248,0.000202946,0.000128278
0.000156234,0.000137166,0.000137166,0.000103382,0.000137166,0.000151439,0.000127752
0.00017032,9.64E-05,9.64E-05,6.87E-05,9.64E-05,9.21E-05,0.000127752
0.000175443,8.97E-05,8.97E-05,6.58E-05,8.97E-05,6.95E-05,0.00012996
0.000174162,8.04E-05,8.04E-05,5.46E-05,8.04E-05,6.41E-05,0.00012544
0.000163917,6.90E-05,6.90E-05,4.71E-05,6.90E-05,5.94E-05,0.000117505
0.000139586,6.04E-05,6.04E-05,4.59E-05,6.04E-05,5.38E-05,0.000108834
9.73E-05,5.30E-05,5.30E-05,4.49E-05,5.30E-05,5.06E-05,0.000100688
6.66E-05,4.34E-05,4.34E-05,4.14E-05,4.34E-05,5.21E-05,9.13E-05
5.25E-05,4.11E-05,4.11E-05,5.09E-05,4.11E-05,5.01E-05,8.73E-05
4.87E-05,4.00E-05,4.00E-05,5.43E-05,4.00E-05,4.84E-05,8.59E-05
4.61E-05,4.00E-05,4.00E-05,5.56E-05,4.00E-05,4.66E-05,8.55E-05
4.87E-05,4.15E-05,4.15E-05,4.99E-05,4.15E-05,4.55E-05,8.59E-05
5.12E-05,4.52E-05,4.52E-05,4.68E-05,4.52E-05,4.99E-05,8.77E-05
7.68E-05,5.93E-05,5.93E-05,6.59E-05,5.93E-05,6.81E-05,9.44E-05
0.000119096,9.23E-05,9.23E-05,0.000115812,9.23E-05,0.000110768,0.000106233
0.000120377,0.000150512,0.000150512,0.000224424,0.000150512,0.000177782,0.000119581
0.00010629,0.000212793,0.000212793,0.000271037,0.000212793,0.0002214,0.000128567
0.000102448,0.000225768,0.000225768,0.000275812,0.000225768,0.000232418,0.000132272
9.86E-05,0.000230588,0.000230588,0.000289227,0.000230588,0.000233325,0.000134899
0.000103729,0.000225398,0.000225398,0.000266793,0.000225398,0.000230151,0.0001344
9.73E-05,0.000209086,0.000209086,0.000256257,0.000209086,0.000225073,0.000134374
9.22E-05,0.000209086,0.000209086,0.000243524,0.000209086,0.000223667,0.000131221
9.73E-05,0.000202042,0.000202042,0.000222757,0.000202042,0.000219269,0.000128882
0.000129341,0.000184248,0.000184248,0.000179858,0.000184248,0.000202946,0.000128278
0.000156234,0.000137166,0.000137166,0.000103382,0.000137166,0.000151439,0.000127752
0.00017032,9.64E-05,9.64E-05,6.87E-05,9.64E-05,9.21E-05,0.000127752
0.000175443,8.97E-05,8.97E-05,6.58E-05,8.97E-05,6.95E-05,0.00012996
0.000174162,8.04E-05,8.04E-05,5.46E-05,8.04E-05,6.41E-05,0.00012544
0.000163917,6.90E-05,6.90E-05,4.71E-05,6.90E-05,5.94E-05,0.000117505
0.000139586,6.04E-05,6.04E-05,4.59E-05,6.04E-05,5.38E-05,0.000108834
9.73E-05,5.30E-05,5.30E-05,4.49E-05,5.30E-05,5.06E-05,0.000100688
7.43E-05,4.67E-05,4.67E-05,4.99E-05,4.67E-05,4.99E-05,9.45E-05
5.89E-05,4.34E-05,4.34E-05,4.80E-05,4.34E-05,4.86E-05,8.89E-05
4.99E-05,4.11E-05,4.11E-05,4.80E-05,4.11E-05,4.67E-05,8.61E-05
4.87E-05,4.08E-05,4.08E-05,4.91E-05,4.08E-05,4.41E-05,8.55E-05
4.87E-05,4.08E-05,4.08E-05,4.49E-05,4.08E-05,4.28E-05,8.53E-05
4.99E-05,4.30E-05,4.30E-05,4.14E-05,4.30E-05,4.27E-05,8.64E-05
6.40E-05,4.97E-05,4.97E-05,4.23E-05,4.97E-05,4.88E-05,9.19E-05
9.35E-05,6.30E-05,6.30E-05,6.09E-05,6.30E-05,7.14E-05,0.000100347
0.000116535,9.34E-05,9.34E-05,9.50E-05,9.34E-05,0.0001124,0.000111409
0.000121657,0.000142356,0.000142356,0.000103079,0.000142356,0.000133711,0.000122287
0.000121657,0.000151995,0.000151995,9.81E-05,0.000151995,0.000139061,0.000125099
0.000117816,0.000152366,0.000152366,9.01E-05,0.000152366,0.000138063,0.00012791
0.000125499,0.000140874,0.000140874,7.05E-05,0.000140874,0.000121061,0.000125834
0.000111413,0.000125674,0.000125674,6.58E-05,0.000125674,0.000113353,0.00012431
0.00010501,0.00012345,0.00012345,6.44E-05,0.00012345,0.000108365,0.000122156
0.000107571,0.000116406,0.000116406,6.08E-05,0.000116406,0.000104874,0.000119791
0.000125499,0.00010825,0.00010825,5.80E-05,0.00010825,9.76E-05,0.000119292
0.00014727,8.90E-05,8.90E-05,5.15E-05,8.90E-05,8.30E-05,0.000118845
0.000165198,7.45E-05,7.45E-05,4.59E-05,7.45E-05,5.83E-05,0.000117058
0.000179285,7.15E-05,7.15E-05,4.68E-05,7.15E-05,5.01E-05,0.000117899
0.000166479,7.04E-05,7.04E-05,3.99E-05,7.04E-05,4.90E-05,0.000115324
0.000154953,6.67E-05,6.67E-05,4.18E-05,6.67E-05,4.73E-05,0.000110778
0.000137025,6.27E-05,6.27E-05,3.92E-05,6.27E-05,4.37E-05,0.000105366
0.000110132,5.78E-05,5.78E-05,3.92E-05,5.78E-05,4.32E-05,9.93E-05
8.32E-05,4.93E-05,4.93E-05,3.26E-05,4.93E-05,4.36E-05,9.19E-05
5.89E-05,4.49E-05,4.49E-05,3.00E-05,4.49E-05,4.29E-05,8.55E-05
5.25E-05,4.15E-05,4.15E-05,3.14E-05,4.15E-05,4.10E-05,8.15E-05
4.87E-05,3.97E-05,3.97E-05,3.77E-05,3.97E-05,3.99E-05,8.05E-05
4.74E-05,3.97E-05,3.97E-05,3.78E-05,3.97E-05,3.96E-05,8.12E-05
4.99E-05,4.00E-05,4.00E-05,3.30E-05,4.00E-05,3.95E-05,8.22E-05
5.38E-05,4.34E-05,4.34E-05,3.21E-05,4.34E-05,4.05E-05,8.59E-05
7.56E-05,4.86E-05,4.86E-05,3.40E-05,4.86E-05,4.29E-05,8.96E-05
0.000103729,5.56E-05,5.56E-05,3.81E-05,5.56E-05,4.82E-05,9.30E-05
0.000131902,6.19E-05,6.19E-05,4.08E-05,6.19E-05,5.22E-05,0.000102265
0.000140867,7.12E-05,7.12E-05,4.18E-05,7.12E-05,6.01E-05,0.000110778
0.00014727,7.38E-05,7.38E-05,4.05E-05,7.38E-05,6.71E-05,0.000117111
0.000162637,7.08E-05,7.08E-05,3.69E-05,7.08E-05,6.59E-05,0.000116585
0.000151111,6.64E-05,6.64E-05,3.38E-05,6.64E-05,6.28E-05,0.000117689
0.000120377,6.64E-05,6.64E-05,3.35E-05,6.64E-05,6.14E-05,0.00011606
0.000120377,6.27E-05,6.27E-05,3.14E-05,6.27E-05,6.01E-05,0.000113038
0.00012678,6.04E-05,6.04E-05,2.95E-05,6.04E-05,5.69E-05,0.000108703
0.000145989,5.97E-05,5.97E-05,2.97E-05,5.97E-05,4.97E-05,0.000104183
0.000163917,6.52E-05,6.52E-05,3.88E-05,6.52E-05,4.70E-05,0.000104735
0.000179285,6.67E-05,6.67E-05,4.33E-05,6.67E-05,4.86E-05,0.000108151
0.000171601,6.34E-05,6.34E-05,4.16E-05,6.34E-05,5.21E-05,0.000107179
0.000162637,5.78E-05,5.78E-05,3.89E-05,5.78E-05,4.84E-05,0.000103211
0.000139586,5.30E-05,5.30E-05,4.25E-05,5.30E-05,4.75E-05,9.95E-05
9.73E-05,4.67E-05,4.67E-05,3.99E-05,4.67E-05,4.49E-05,9.30E-05
6.66E-05,4.34E-05,4.34E-05,4.14E-05,4.34E-05,5.21E-05,9.13E-05
5.25E-05,4.11E-05,4.11E-05,5.09E-05,4.11E-05,5.01E-05,8.73E-05
4.87E-05,4.00E-05,4.00E-05,5.43E-05,4.00E-05,4.84E-05,8.59E-05
4.61E-05,4.00E-05,4.00E-05,5.56E-05,4.00E-05,4.66E-05,8.55E-05
4.87E-05,4.15E-05,4.15E-05,4.99E-05,4.15E-05,4.55E-05,8.59E-05
5.12E-05,4.52E-05,4.52E-05,4.68E-05,4.52E-05,4.99E-05,8.77E-05
7.68E-05,5.93E-05,5.93E-05,6.59E-05,5.93E-05,6.81E-05,9.44E-05
0.000119096,9.23E-05,9.23E-05,0.000115812,9.23E-05,0.000110768,0.000106233
0.000120377,0.000150512,0.000150512,0.000224424,0.000150512,0.000177782,0.000119581
0.00010629,0.000212793,0.000212793,0.000271037,0.000212793,0.0002214,0.000128567
0.000102448,0.000225768,0.000225768,0.000275812,0.000225768,0.000232418,0.000132272
9.86E-05,0.000230588,0.000230588,0.000289227,0.000230588,0.000233325,0.000134899
0.000103729,0.000225398,0.000225398,0.000266793,0.000225398,0.000230151,0.0001344
9.73E-05,0.000209086,0.000209086,0.000256257,0.000209086,0.000225073,0.000134374
9.22E-05,0.000209086,0.000209086,0.000243524,0.000209086,0.000223667,0.000131221
9.73E-05,0.000202042,0.000202042,0.000222757,0.000202042,0.000219269,0.000128882
0.000129341,0.000184248,0.000184248,0.000179858,0.000184248,0.000202946,0.000128278
0.000156234,0.000137166,0.000137166,0.000103382,0.000137166,0.000151439,0.000127752
0.00017032,9.64E-05,9.64E-05,6.87E-05,9.64E-05,9.21E-05,0.000127752
0.000175443,8.97E-05,8.97E-05,6.58E-05,8.97E-05,6.95E-05,0.00012996
0.000174162,8.04E-05,8.04E-05,5.46E-05,8.04E-05,6.41E-05,0.00012544
0.000163917,6.90E-05,6.90E-05,4.71E-05,6.90E-05,5.94E-05,0.000117505
0.000139586,6.04E-05,6.04E-05,4.59E-05,6.04E-05,5.38E-05,0.000108834
9.73E-05,5.30E-05,5.30E-05,4.49E-05,5.30E-05,5.06E-05,0.000100688
6.66E-05,4.34E-05,4.34E-05,4.14E-05,4.34E-05,5.21E-05,9.13E-05
5.25E-05,4.11E-05,4.11E-05,5.09E-05,4.11E-05,5.01E-05,8.73E-05
4.87E-05,4.00E-05,4.00E-05,5.43E-05,4.00E-05,4.84E-05,8.59E-05
4.61E-05,4.00E-05,4.00E-05,5.56E-05,4.00E-05,4.66E-05,8.55E-05
4.87E-05,4.15E-05,4.15E-05,4.99E-05,4.15E-05,4.55E-05,8.59E-05
5.12E-05,4.52E-05,4.52E-05,4.68E-05,4.52E-05,4.99E-05,8.77E-05
7.68E-05,5.93E-05,5.93E-05,6.59E-05,5.93E-05,6.81E-05,9.44E-05
0.000119096,9.23E-05,9.23E-05,0.000115812,9.23E-05,0.000110768,0.000106233
0.000120377,0.000150512,0.000150512,0.000224424,0.000150512,0.000177782,0.000119581
0.00010629,0.000212793,0.000212793,0.000271037,0.000212793,0.0002214,0.000128567
0.000102448,0.000225768,0.000225768,0.000275812,0.000225768,0.000232418,0.000132272
9.86E-05,0.000230588,0.000230588,0.000289227,0.000230588,0.000233325,0.000134899
0.000103729,0.000225398,0.000225398,0.000266793,0.000225398,0.000230151,0.0001344
9.73E-05,0.000209086,0.000209086,0.000256257,0.000209086,0.000225073,0.000134374
9.22E-05,0.000209086,0.000209086,0.000243524,0.000209086,0.000223667,0.000131221
9.73E-05,0.000202042,0.000202042,0.000222757,0.000202042,0.000219269,0.000128882
0.000129341,0.000184248,0.000184248,0.000179858,0.000184248,0.000202946,0.000128278
0.000156234,0.000137166,0.000137166,0.000103382,0.000137166,0.000151439,0.000127752
0.00017032,9.64E-05,9.64E-05,6.87E-05,9.64E-05,9.21E-05,0.000127752
0.000175443,8.97E-05,8.97E-05,6.58E-05,8.97E-05,6.95E-05,0.00012996
0.000174162,8.04E-05,8.04E-05,5.46E-05,8.04E-05,6.41E-05,0.00012544
0.000163917,6.90E-05,6.90E-05,4.71E-05,6.90E-05,5.94E-05,0.000117505
0.000139586,6.04E-05,6.04E-05,4.59E-05,6.04E-05,5.38E-05,0.000108834
9.73E-05,5.30E-05,5.30E-05,4.49E-05,5.30E-05,5.06E-05,0.000100688
6.66E-05,4.34E-05,4.34E-05,4.14E-05,4.34E-05,5.21E-05,9.13E-05
5.25E-05,4.11E-05,4.11E-05,5.09E-05,4.11E-05,5.01E-05,8.73E-05
4.87E-05,4.00E-05,4.00E-05,5.43E-05,4.00E-05,4.84E-05,8.59E-05
4.61E-05,4.00E-05,4.00E-05,5.56E-05,4.00E-05,4.66E-05,8.55E-05
4.87E-05,4.15E-05,4.15E-05,4.99E-05,4.15E-05,4.55E-05,8.59E-05
5.12E-05,4.52E-05,4.52E-05,4.68E-05,4.52E-05,4.99E-05,8.77E-05
7.68E-05,5.93E-05,5.93E-05,6.59E-05,5.93E-05,6.81E-05,9.44E-05
0.000119096,9.23E-05,9.23E-05,0.000115812,9.23E-05,0.000110768,0.000106233
0.000120377,0.000150512,0.000150512,0.000224424,0.000150512,0.000177782,0.000119581
0.00010629,0.000212793,0.000212793,0.000271037,0.000212793,0.0002214,0.000128567
0.000102448,0.000225768,0.000225768,0.000275812,0.000225768,0.000232418,0.000132272
9.86E-05,0.000230588,0.000230588,0.000289227,0.000230588,0.000233325,0.000134899
0.000103729,0.000225398,0.000225398,0.000266793,0.000225398,0.000230151,0.0001344
9.73E-05,0.000209086,0.000209086,0.000256257,0.000209086,0.000225073,0.000134374
9.22E-05,0.000209086,0.000209086,0.000243524,0.000209086,0.000223667,0.000131221
9.73E-05,0.000202042,0.000202042,0.000222757,0.000202042,0.000219269,0.000128882
0.000129341,0.000184248,0.000184248,0.000179858,0.000184248,0.000202946,0.000128278
0.000156234,0.000137166,0.000137166,0.000103382,0.000137166,0.000151439,0.000127752
0.00017032,9.64E-05,9.64E-05,6.87E-05,9.64E-05,9.21E-05,0.000127752
0.000175443,8.97E-05,8.97E-05,6.58E-05,8.97E-05,6.95E-05,0.00012996
0.000174162,8.04E-05,8.04E-05,5.46E-05,8.04E-05,6.41E-05,0.00012544
0.000163917,6.90E-05,6.90E-05,4.71E-05,6.90E-05,5.94E-05,0.000117505
0.000139586,6.04E-05,6.04E-05,4.59E-05,6.04E-05,5.38E-05,0.000108834
9.73E-05,5.30E-05,5.30E-05,4.49E-05,5.30E-05,5.06E-05,0.000100688
6.66E-05,4.34E-05,4.34E-05,4.14E-05,4.34E-05,5.21E-05,9.13E-05
5.25E-05,4.11E-05,4.11E-05,5.09E-05,4.11E-05,5.01E-05,8.73E-05
4.87E-05,4.00E-05,4.00E-05,5.43E-05,4.00E-05,4.84E-05,8.59E-05
4.61E-05,4.00E-05,4.00E-05,5.56E-05,4.00E-05,4.66E-05,8.55E-05
4.87E-05,4.15E-05,4.15E-05,4.99E-05,4.15E-05,4.55E-05,8.59E-05
5.12E-05,4.52E-05,4.52E-05,4.68E-05,4.52E-05,4.99E-05,8.77E-05
7.68E-05,5.93E-05,5.93E-05,6.59E-05,5.93E-05,6.81E-05,9.44E-05
0.000119096,9.23E-05,9.23E-05,0.000115812,9.23E-05,0.000110768,0.000106233
0.000120377,0.000150512,0.000150512,0.000224424,0.000150512,0.000177782,0.000119581
0.00010629,0.000212793,0.000212793,0.000271037,0.000212793,0.0002214,0.000128567
0.000102448,0.000225768,0.000225768,0.000275812,0.000225768,0.000232418,0.000132272
9.86E-05,0.000230588,0.000230588,0.000289227,0.000230588,0.000233325,0.000134899
0.000103729,0.000225398,0.000225398,0.000266793,0.000225398,0.000230151,0.0001344
9.73E-05,0.000209086,0.000209086,0.000256257,0.000209086,0.000225073,0.000134374
9.22E-05,0.000209086,0.000209086,0.000243524,0.000209086,0.000223667,0.000131221
9.73E-05,0.000202042,0.000202042,0.000222757,0.000202042,0.000219269,0.000128882
0.000129341,0.000184248,0.000184248,0.000179858,0.000184248,0.000202946,0.000128278
0.000156234,0.000137166,0.000137166,0.000103382,0.000137166,0.000151439,0.000127752
0.00017032,9.64E-05,9.64E-05,6.87E-05,9.64E-05,9.21E-05,0.000127752
0.000175443,8.97E-05,8.97E-05,6.58E-05,8.97E-05,6.95E-05,0.00012996
0.000174162,8.04E-05,8.04E-05,5.46E-05,8.04E-05,6.41E-05,0.00012544
0.000163917,6.90E-05,6.90E-05,4.71E-05,6.90E-05,5.94E-05,0.000117505
0.000139586,6.04E-05,6.04E-05,4.59E-05,6.04E-05,5.38E-05,0.000108834
9.73E-05,5.30E-05,5.30E-05,4.49E-05,5.30E-05,5.06E-05,0.000100688
6.66E-05,4.34E-05,4.34E-05,4.14E-05,4.34E-05,5.21E-05,9.13E-05
5.25E-05,4.11E-05,4.11E-05,5.09E-05,4.11E-05,5.01E-05,8.73E-05
4.87E-05,4.00E-05,4.00E-05,5.43E-05,4.00E-05,4.84E-05,8.59E-05
4.61E-05,4.00E-05,4.00E-05,5.56E-05,4.00E-05,4.66E-05,8.55E-05
4.87E-05,4.15E-05,4.15E-05,4.99E-05,4.15E-05,4.55E-05,8.59E-05
5.12E-05,4.52E-05,4.52E-05,4.68E-05,4.52E-05,4.99E-05,8.77E-05
7.68E-05,5.93E-05,5.93E-05,6.59E-05,5.93E-05,6.81E-05,9.44E-05
0.000119096,9.23E-05,9.23E-05,0.000115812,9.23E-05,0.000110768,0.000106233
0.000120377,0.000150512,0.000150512,0.000224424,0.000150512,0.000177782,0.000119581
0.00010629,0.000212793,0.000212793,0.000271037,0.000212793,0.0002214,0.000128567
0.000102448,0.000225768,0.000225768,0.000275812,0.000225768,0.000232418,0.000132272
9.86E-05,0.000230588,0.000230588,0.000289227,0.000230588,0.000233325,0.000134899
0.000103729,0.000225398,0.000225398,0.000266793,0.000225398,0.000230151,0.0001344
9.73E-05,0.000209086,0.000209086,0.000256257,0.000209086,0.000225073,0.000134374
9.22E-05,0.000209086,0.000209086,0.000243524,0.000209086,0.000223667,0.000131221
9.73E-05,0.000202042,0.000202042,0.000222757,0.000202042,0.000219269,0.000128882
0.000129341,0.000184248,0.000184248,0.000179858,0.000184248,0.000202946,0.000128278
0.000156234,0.000137166,0.000137166,0.000103382,0.000137166,0.000151439,0.000127752
0.00017032,9.64E-05,9.64E-05,6.87E-05,9.64E-05,9.21E-05,0.000127752
0.000175443,8.97E-05,8.97E-05,6.58E-05,8.97E-05,6.95E-05,0.00012996
0.000174162,8.04E-05,8.04E-05,5.46E-05,8.04E-05,6.41E-05,0.00012544
0.000163917,6.90E-05,6.90E-05,4.71E-05,6.90E-05,5.94E-05,0.000117505
0.000139586,6.04E-05,6.04E-05,4.59E-05,6.04E-05,5.38E-05,0.000108834
9.73E-05,5.30E-05,5.30E-05,4.49E-05,5.30E-05,5.06E-05,0.000100688
7.43E-05,4.67E-05,4.67E-05,4.99E-05,4.67E-05,4.99E-05,9.45E-05
5.89E-05,4.34E-05,4.34E-05,4.80E-05,4.34E-05,4.86E-05,8.89E-05
4.99E-05,4.11E-05,4.11E-05,4.80E-05,4.11E-05,4.67E-05,8.61E-05
4.87E-05,4.08E-05,4.08E-05,4.91E-05,4.08E-05,4.41E-05,8.55E-05
4.87E-05,4.08E-05,4.08E-05,4.49E-05,4.08E-05,4.28E-05,8.53E-05
4.99E-05,4.30E-05,4.30E-05,4.14E-05,4.30E-05,4.27E-05,8.64E-05
6.40E-05,4.97E-05,4.97E-05,4.23E-05,4.97E-05,4.88E-05,9.19E-05
9.35E-05,6.30E-05,6.30E-05,6.09E-05,6.30E-05,7.14E-05,0.000100347
0.000116535,9.34E-05,9.34E-05,9.50E-05,9.34E-05,0.0001124,0.000111409
0.000121657,0.000142356,0.000142356,0.000103079,0.000142356,0.000133711,0.000122287
0.000121657,0.000151995,0.000151995,9.81E-05,0.000151995,0.000139061,0.000125099
0.000117816,0.000152366,0.000152366,9.01E-05,0.000152366,0.000138063,0.00012791
0.000125499,0.000140874,0.000140874,7.05E-05,0.000140874,0.000121061,0.000125834
0.000111413,0.000125674,0.000125674,6.58E-05,0.000125674,0.000113353,0.00012431
0.00010501,0.00012345,0.00012345,6.44E-05,0.00012345,0.000108365,0.000122156
0.000107571,0.000116406,0.000116406,6.08E-05,0.000116406,0.000104874,0.000119791
0.000125499,0.00010825,0.00010825,5.80E-05,0.00010825,9.76E-05,0.000119292
0.00014727,8.90E-05,8.90E-05,5.15E-05,8.90E-05,8.30E-05,0.000118845
0.000165198,7.45E-05,7.45E-05,4.59E-05,7.45E-05,5.83E-05,0.000117058
0.000179285,7.15E-05,7.15E-05,4.68E-05,7.15E-05,5.01E-05,0.000117899
0.000166479,7.04E-05,7.04E-05,3.99E-05,7.04E-05,4.90E-05,0.000115324
0.000154953,6.67E-05,6.67E-05,4.18E-05,6.67E-05,4.73E-05,0.000110778
0.000137025,6.27E-05,6.27E-05,3.92E-05,6.27E-05,4.37E-05,0.000105366
0.000110132,5.78E-05,5.78E-05,3.92E-05,5.78E-05,4.32E-05,9.93E-05
